,Comment,Climate
384,"Hvis man ser på de danske udledninger over de sidste 25 år, vil man se, at forskellige sektorer i Danmark har været dygtige til at nedbringe deres NO x -udslip, og det synes jeg sådan set er positivt. Så vil jeg godt gøre opmærksom på et andet aspekt. Dengang man justerede på NO x -afgiften sidst, satte man jo afgifterne ned for diesel og for benzin, og man burde egentlig nu sætte priserne op med 4-5 øre for diesel og benzin. Jeg vil godt høre ordføreren, om det er noget, som har været inddraget i drøftelserne i forligskredsen omkring den her NO x -afgift. ",1
385,"Hvis man ser på de aktuelle NO x -udledninger, kan man se, at der, hvor vi mangler at sætte ind, er på transportsiden, hvor der jo sådan set også kan være en meget skadelig effekt, i og med at det kan være noget, som bliver udledt i, hvad skal man sige, samme højde som der, hvor vi indånder de farlige stoffer. Så jeg synes, det er lidt ærgerligt, når man nu vil ændre på de her NO x -afgifter, at man så ikke laver den parallelitet, som der var, dengang man hævede NO x -afgiften – der justerede man så også for brændselsafgifterne på benzin og diesel. Så med de sænkninger, man gør her på NO x -siden, burde man egentlig sætte priserne på diesel og benzin op med 4-5 øre. Jeg vil godt høre ministeren, om det ikke ville være rimeligt at lave den parallelitet i den proces, der nu er lagt op til. ",0
386,"Tak for svaret. Jamen det synes jeg er meget ærgerligt, for ellers kunne det være, at de negative miljøeffekter ved at lave de her ændringer kunne blive lidt mindre, og det synes jeg sådan set ville være godt. Jeg vil godt høre ministeren, om de her ændringer med hensyn til de skadelige udledninger fra dieselbiler, som ser ud til måske at kunne være virkeligheden for flere vogntyper, flere fabrikater, giver anledning til, at der er noget, der skal revurderes, altså at den NO x -udledning, vi har på transportområdet, måske er større end den, som man statistisk set har opgjort den til. ",1
387,"I det sidste nummer af »danskVAND« kan man læse lidt om status for, hvad det er for en nitratforurening, vi har, af vores grundvand. Der står, at omkring 40 procent af de iltede grundvandsboringer indeholder mere nitrat end EU's grænseværdier. Og så kan man læse, at der var 129 boringer i den her GEUS-undersøgelse fra sidste år, som havde mere nitrat end grænseværdierne. Jeg kan godt se på det kort, den illustration, der er med, at ordførerens egen kommune er ramt af forurening. Der er en enkelt grundvandsboring, hvor der er nitrat over grænseværdien. Synes ordføreren ikke, at det er alarmerende, at vi allerede har problemer med nitratforurening, og at man så her vil øge landbrugets udledninger af nitrat, som kan forringe vores grundvand? ",0
388,"Lad mig tage fat i herre Simon Kollerups sidste sætning. Herre Simon Kollerup aner ikke, om der kommer en belastning, som følge af at vi undlader at undergødske. Vi taler jo ikke om at overgødske. Det ligger der ikke noget som helst om i det her lovforslag. Lovforslaget handler rent faktisk om, at vi skal kunne gødske efter planternes behov. Der står ikke noget om, at der skal være en markant øget kvælstofudledning i de danske farvande. Jeg synes, at vi burde have det som et fælles udgangspunkt og så få en konstruktiv dialog om det her, i stedet for at vi bygger på påstande, der ikke er fagligt belæg for. ",0
389,"Tak, og tak for velkomsten til ordføreren. Jeg glæder mig også meget til dialogen og debatten, både i dag og fremadrettet. I Alternativet er vi enige i grøn realisme. Grøn realisme er rigtig vigtig, men grøn realisme er jo, at Europa-Kommissionen peger på, at der er 20 millioner jobs inden for grøn omstilling bare frem til 2020. Grøn realisme er, at over 99 procent af forskerne inden for området siger, at vi skulle have handlet i går, vi skal handle i dag, og vi skal handle i morgen, for at vi ikke får rigtig store konsekvenser af den her klimaforandring. Så kunne ordføreren ikke lige uddybe lidt, hvordan han ser grøn realisme? ",1
390,"Tak for det. Jeg vil gerne vende tilbage til klimakrisen og energipolitikken. For jeg er lige lidt i tvivl om, hvor Liberal Alliance står i forhold til de indsatser, der kan bringes i spil for at omstille det danske og europæiske energisystem til hundrede procent vedvarende energi. Derfor vil jeg gerne spørge herre Simon Emil Ammitzbøll, om han anerkender, at når vi for eksempel taler om energiteknologi, afspejler de rene markedspriser sjældent de sundheds-, miljø- og klimabelastninger, der er knyttet til udvinding og brug af fossile brændsler. ",1
391,"Jeg tror, vi nok har forskelligartede opfattelser af en omstilling til hundrede procent vedvarende energi. Hvis det er det, det handler om, tror jeg sådan set, at markedsmekanismerne nok skal klare det den dag, der ikke er flere energiformer som olie og kul og den slags. Så vil de blive udfaset, og der vil blive opfundet andre ting og så videre Det er jo sket sådan gennem historien, at når ting er blevet dyrere, har man opfundet ting, som ikke er nær så dyre, og som derfor kan erstatte de gamle; det kan være energiformer, eller det kan være andre ting. Derfor skal man passe på med at bruge al sin energi – undskyld ordet – på at gøre det mere besværligt end højst nødvendigt i stedet for bare at afvente det, der nu måtte ske. ",1
392,"Det var faktisk en integreret del af den plan, jeg omtalte i min ordførertale. Den skulle bidrage til at bringe os mere end halvvejs mod det fossilfri samfund allerede i 2030. Og en del af det er, at vi skal have langt mere genanvendelse. Vores ambition er jo, at vi slet ikke har affald i forbrænding, og det er selvfølgelig en stærk ambition, men det vil nok i første omgang kræve som et helt konkret initiativ, at vi bliver enige om at have et fælles system for at håndtere genanvendelse af affald, så det ikke er hver kommune for sig, der har store investeringer i affaldsforbrænding. Så det er i hvert fald et konkret element, men vi har fremlagt en samlet plan også på det område. ",1
393,"Jamen det er bestemt en meget interessant tanke, som jeg ved, at miljø- og fødevareministeren sådan set også deler og gerne vil diskutere på passende tid og sted. For vi har jo også, før vi blev regering, haft den tanke oppe imod en meget dyr Naturplan Danmark, som den daværende regering lavede, at man kunne nå nogle af de samme målsætninger omkring biodiversitet ved i virkeligheden at lade en del af vores statsskove stå uberørte af menneskehånd, hvis man kan udtrykke det på den måde. Så uden at jeg her skal stå og slå mig op som en, der kan alle detaljer i det, vil jeg gerne sige, at det tankesæt, der ligger bag spørgsmålet, deler jeg langt hen ad vejen. ",0
394,"Jamen vi har da bestemt en idé, der vil virke meget bedre end at opsætte en masse vindmøller med tilskud fra staten, for det reducerer jo faktisk ikke CO 2 -udslippet i Danmark. Men vores idé har ikke opbakning fra andre partier i Folketinget end os selv, så derfor bliver det ikke til noget. Men man ville kunne få en reel CO 2 -reduktion ved at opkøbe CO 2 -kvoter og lægge dem i en skuffe uden at bruge dem. Det ville være utrolig billigt, og det ville faktisk føre til en reduktion af CO 2 -udledningen i Danmark. ",0
395,"Jeg er enig med Det Miljøøkonomiske Råd, som mener, at vi skal beskatte bilerne i henhold til det negative aftryk, de sætter på verden, og de omkostninger, der er forbundet med at have biler. Det er en afgift, man blandt andet kan lægge på deres forbrug af brændstof, og den afgift burde så være nok til, at brændstoffet bliver udskiftet med andre energikilder, for eksempel el produceret ved hjælp af solceller eller vindmøller eller kul, på det tidspunkt, hvor det er det bedste for samfundet. ",1
396,"De fleste voksne og modne mennesker kan godt leve med det forhold, at der findes forskellige hensyn, som man skal tage i verden, og at nogle hensyn strider mod andre hensyn. Vi kan godt i Liberal Alliance lave den afvejning, at det er i orden, at vi får en lillebitte smule mere CO 2 -udledning – en meget, meget lillebitte smule mere CO 2 -udledning – som følge af en lavere registreringsafgift, når det store gode, vi opnår, er at sikre, at rummelige familiebiler bliver tilgængelige for flere familier. Den afvejning kan vi godt lave. ",0
397,"Men tallene fra blandt andet Klima- og Energiministeriet har jo også vist, at CO 2 -effekten af den her ordning – og nu kan jeg ikke huske, om det er 0,00001 eller 0,000001 t CO 2  – faktisk er ingenting, fordi folk alligevel ville lave de her investeringer og alligevel ville isolere deres huse, fordi det er en god investering. Og derfor ender det med at blive, kan man sige, et tilskud til de mest velhavende husejere i Danmark i stedet for måske at blive et effektivt tilskud til grøn omstilling. Mon ikke pengene kunne bruges mere effektivt, hvis det er grøn omstilling, man vil have? ",1
398,"Vi er jo fuldstændig enige i, at man skal forsøge at energirenovere boliger og sørge for at nedbringe CO 2 -udledningen, især fra bygningsmassen. Men der er ingen tvivl om, at de her 400 million kroner kunne bruges langt klogere i forhold til klimaet, og at de kunne bruges på en måde, der var langt mere retfærdig, så det ikke primært går til de velstillede i samfundet. Så mit spørgsmål er sådan set: Hvis de tal, som nu har været fremme i forbindelse med den her ordning, viser sig at holde stik, er SF så parat til at forsøge at forhandle det igennem, så vi får en grønnere og klogere ordning? ",0
399,"Tak for det. Det sidste vil jeg lige have lov til at replicere på. Nu har finansministeren og jeg jo siddet over for hinanden i en overenskomstforhandling, så ved vi godt begge to, at det kan lade sig gøre, hvis man forhandler langsigtet. Men det, jeg vil spørge ind til, er i virkeligheden noget, som herre Jacob Jensen også nævnte i forhold til oppositionen, da der blev snakket kviklån. Så jeg vil egentlig spørge finansministeren: Jamen er det ikke lige præcis kviklån at droppe langsigtede investeringer i forskning, uddannelse, udviklingsbistand, kultur, klima og grøn omstilling? Altså, der låner vi da om noget noget meget hurtigt, og vi kommer til at betale meget, meget høje renter på lang sigt, fordi vi ikke investerer i fremtiden. ",0
400,"Jeg synes, det er ret interessant. Jeg er helt med på, at man selvfølgelig ikke kan stå og referere, hvordan der tales om tingene internt i et parti, men der må være en del konservative vælgere i Høje Taastrup, i Køge og i Vallensbæk, hvor man har konservative borgmestre, og hvad er den konservative ordførers besked til dem? Det forslag, I har her, vil jo betyde, at de forholdsvis mange konservative vælgere, der er i de områder, kommer til at lide under mere trængsel og partikeludledning. Er De Konservatives budskab til de mange vælgere: Det er sådan, vi prioriterer; vi prioriterer Nordsjælland højere end de mange vælgere i Høje Taastrup, Køge og Vallensbæk, som er konservative? ",0
401,"Jeg vil bare i al fredsommelighed gøre opmærksom på, at det, vi diskuterer i dag, er at nedlægge Ring 5. Det er ikke at nedlægge hele det eksisterende vejnet. Så vil jeg bare sige, at det jo er vores hovedpointe her, at for de milliarder, som Ring 5 vil komme til at koste, kan man løse de trafikale udfordringer på vestegnen langt klogere. For jeg anerkender fuldstændig, og det gør vi i øvrigt alle sammen, der har været på talerstolen her i dag, at vi skal løse de trafikale udfordringer. Men vi bliver bare nødt til – og nu gentager jeg mig selv – at gøre det på en måde, så vi indtænker klimaforandringerne og den grønne omstilling af transportsektoren, som er fuldstændig uundgåelig, og som vi skal igennem de kommende år. ",1
402,"Det kan jeg være meget bekymret for, og tak for spørgsmålet. For det er fuldstændig rigtigt, at det, som kommer – blandt andet med finansloven og med landbrugspakken – ved vi kommer til at trække i den helt forkerte retning. Så det, vi må sige, er, at for at nå målet på 40 procent CO 2 -reduktion i 2020 skal vi have en dedikeret indsats især i forhold til den ikkekvotebelagte sektor. Som Klimarådet jo også gjorde opmærksom på, ligger udledningen fra transportsektoren højere i dag, end den gjorde i 1990. Så det er gået den forkerte vej med den sektor, og det vil finansloven bidrage yderligere til. Så at tro, at man er i mål med den opgørelse, der kom i går, vil være en meget forfejlet konklusion. ",1
403,"Nu må jeg se, om jeg kan huske alle spørgsmålene, og om jeg kan nå at svare på dem på 1 minut. For at svare på det sidste først vil jeg sige: Jeg tror, at den grønne energi på et tidspunkt prismæssigt vil blive billigere end den fossile energi, og på det tidspunkt vil den grønne energi jo så være det naturlige førstevalg for alle, som skal investere i teknologi, og jeg tror ikke engang, det behøver at tage så forfærdelig mange år. Så de målsætninger, som man i fru Maria Reumert Gjerdings parti ønsker at indføre hurtigst muligt, tror jeg faktisk kommer af selv i løbet af ikke så forfærdelig lang tid. Og så kan jeg svare ja til, at jeg har læst Klimarådets rapport. ",1
404,"Nu var mit spørgsmål et politisk spørgsmål: Mener Dansk Folkeparti kun, at vi skal investere i vedvarende energi og gøre noget ved klimaforandringerne, hvis det kan betale sig på den korte bane? Det var det, der var spørgsmålet. Så spørger jeg også: Anerkender ordføreren, at det har skabt tusindvis af danske arbejdspladser og en stigende eksport, at vi faktisk har haft ambitiøse klimamål, og at vi har været helt i front med udviklingen af teknologi til vedvarende energi? ",0
405,"Tak for det. Jeg er glad for, at ordføreren anerkender, at der er klimaforandringer. Det spurgte jeg egentlig ikke ind til, men det er jo altid godt at få det slået fast. Kan ordføreren bekræfte, at klimaforandringer bliver anset for noget, der ganger det trusselsniveau, der kan være, op, og som netop kan give de her flere klimaflygtninge? Og er det ikke billigere, at vi hjælper nu, frem for at der kommer en større regning senere hen, når vi står med problemet? ",1
406,"Tak. Først vil jeg gerne rette den misforståelse, som ordføreren turnerer med, nemlig at staten pumper rigtig mange penge i vindmøller, og at det kun er derfor, at vedvarende energi i Danmark kan betale sig. For det er jo lige så korrekt at sige, at hvis vi skulle bygge et kulkraftværk i Danmark, ville staten sådan set også skulle subsidiere det. Når man udbygger på energiområdet, er det generelt staten, der subsidierer det, og det synes jeg egentlig ordføreren skylder at lægge klart frem. Så vil jeg gerne stille et spørgsmål. Jeg ved, at der pågår forhandlinger om en landbrugspakke lige nu. Det ligger i regeringens vækstudspil og dens ønske om at undersøge, om man kan sætte gang i landbruget. Vil Dansk Folkeparti acceptere, at det vil betyde en forringelse af vores klimamål? ",0
407,"Tak for det. Jeg hørte jo med glæde før, at ordføreren anerkender klimaforandringerne. Ved COP21-forhandlingerne her for nylig i Paris var et af emnerne jo det, man kalder loss and damage, altså at vi i den rige del af verden har et ansvar for at hjælpe i forhold til de ødelæggelser, der allerede er skabt i den fattige del af verden. Så jeg vil høre ordføreren, om ikke det er rimeligt, når nu vi som et af de rige lande i verden med en meget høj CO 2 -udledning igennem mange år har skabt de her klimaforandringer og de skader, de har medført, at man i virkeligheden lægger flere penge oveni bistandshjælpen end bare flytter på dem. Jeg tænker, at problemet jo ligesom er kommet oveni. Det er jo ikke noget, der kommer i stedet for behovet for skoler eller andre ting. ",0
408,"Man kan sige, at vi jo har påført mange af de fattige lande et ekstra problem i form af oversvømmelser, tørke og den slags, som jo også skaber nogle af de problemer, som vil vokse meget i fremtiden, som vi for eksempel hørte fru Mette Abildgaard fremhæve før. Vi kan forvente op mod 200 millioner flygtninge. Det ville måske være til vores egen fordel også, hvis vi gav noget ekstra hjælp til at løse problemerne oven i den sædvanlige bistandshjælp i forbindelse med klimaforandringerne. ",1
409,"Jeg kan høre, at der er en politisk uenighed mellem Alternativet og Dansk Folkeparti. Som jeg sagde, mener vi, at et passende niveau for ulandsbistand er 0,7 procent af BNI. Inden for den ramme kunne man jo godt forestille sig at man hjalp fattige lande med at forebygge konsekvenser af klimaforandringer. Men det er den ramme, vi synes der skal være. Så kan jeg forstå, at spørgerens parti mener, at rammen skal være større. Det er jo så det, man må stemme eller forhandle om i en finanslov. ",0
410,"Men hvis vi nu afskaffede alle afgifter eller alle tilskud til både vedvarende og sort energi og i virkeligheden også til atomkraft, for det er jo en af de sektorer i verden, der modtager allerallermest i tilskud, så tror jeg grundlæggende, at det ville være den vedvarende energi, der ville vinde frem, fordi det på den lange bane faktisk giver en bedre tilbagebetaling. Men jeg bliver bare en lille smule rystet. For det ser ud, som om ordføreren tror, at teknologiudviklingen bare bliver drevet af tilfældigheder og ikke af politisk indblanding, og at det, at Danmark er blevet så stor en nation inden for klimateknologi, bare skyldes noget hovsa-hovsa og ikke en bevidst energipolitik i 1980'erne. Er det virkelig det, ordføreren oprigtigt mener? ",0
411,"Det er jo ikke nødvendigvis os, der skal planlægge det. Nu prøver jeg at forstå ordførerens tankegang, og den er jo på en eller anden måde sat ind i et planøkonomisk kodeks. I erhvervslivet – jern- og metalbranchen, slagteribranchen, hvad ved jeg – er der masser af brancher, der fungerer, uden at de har statslige planlægningshorisonter. Det her kan jo kun betyde, at man har en branche, der skal vide, hvor mange penge de kan hive op af borgernes lommer i de forskellige år. Det er jo den tilgang, der ligesom ligger her, og det er den, jeg synes at vi skal ud af. Nu kan jeg godt huske spørgsmålet fra før: Vi har heller ikke noget imod, at man sætter en omkostning på CO 2 -udledningen. Den skal bare være generel for alle. Hvis man sviner, er det for os helt fint, at der er afgifter på det. ",0
412,"Jamen altså de rammevilkår, som vi beslutter politisk, er jo rigtig væsentlige. Det er de jo blandt andet omkring, hvordan vi bruger den vedvarende energi, der produceres i Danmark. Vi står jo i den situation, at vindmøllestrøm i nogle ganske få timer har en negativ pris. I nogle ganske få procent af tiden har den en ekstremt lav pris, og så er der cirka en fjerdedel af tiden, hvor den har en for lav pris, til at vi bare skal sælge den til udlandet, og hvor vi kunne bruge den herhjemme i vores fjernvarmesystem ved at putte den ind i nogle store varmepumper. Jeg vil godt høre ordføreren, om ordføreren ikke kan se, at der er nogle rammevilkår, som kunne blive bedre, så vi fik mere ud af vores vedvarende energi, som er produceret i Danmark? ",1
413,"Men dobbeltmoralen driver jo ned af herre Villum Christensen. Der er åbenbart nogle særlige vilkår i landbruget, der gør, at det skal statsstøttes en masse; det er jo milliarder af kroner. Men når man taler om at gøre noget ved klimaforandringerne, må det offentlige ikke bruge nogen penge. Er herre Villum Christensen ikke enig i, at Liberal Alliances støtte til massiv statsstøtte af landbruget står i rimelig stor og dobbeltmoralsk kontrast til det, herre Villum Christensen har stået og sagt her om klimaforandringerne? ",0
414,"Jeg kan da bekræfte, at vi i Dansk Folkeparti synes, det er vigtigt, at der på det her område er nogle aftaler, som af hensyn til erhvervslivets investeringssikkerhed er ret brede. Det er rigtigt. Men det, jeg egentlig spurgte om, og det, som jeg ikke fik svar på, er, om SF stadig væk mener, at man af hensyn til CO 2 -udslippet skal nedsætte hastigheden på motorvejene, og om man af hensyn til CO 2 -udslippet skal afskaffe befordringsfradraget, så det bliver mere besværligt for folk med langt til arbejde at få råd til at gå på arbejde, og om man vil hæve afgifterne på brændstof, altså benzin og diesel, for at spare CO 2 . ",1
415,"Vi kan nok ikke nå at folde det her helt ud på to gange 30 sekunder, så det med biomassen må vi nok vende tilbage til på et andet tidspunkt. Jeg synes, at der her oven på klimatopmødet ligger en eller anden opgave, som vi måske skal have drøftet i energiforligskredsen, nemlig hvordan det er, at vi får engageret flest mulige dele af civilsamfundet i de her videre bestræbelser på at nedbringe vores energiforbrug, omstille vores samfund til at være et bæredygtigt samfund og omstille til mindre CO 2 -reduktion. Jeg synes ikke, vi bare skal nøjes med partierne. Jeg tror sådan set, at vi kan vinde ved at brede debatten ud til flere. ",1
416,"Tak for det. Et alternativ til biomassen er jo, som vi efterhånden tit har snakket om, varmepumperne, både de store, som kan indgå i kraft-varme, men også de individuelle. Det slog mig lidt, at de var oppe flere gange i går i forbindelse med finanslovsdebatten uden ligesom at lande på noget positivt. Ser ministeren det ikke som en fantastisk mulighed lige nu for at kunne booste omstillingen til et elektrisk vedvarende energi-system at hjælpe varmepumperne langt mere på vej og eventuelt lade det finansiere via nogle afgifter på den faste biomasse? ",0
417,"Vi vil meget gerne fremme varmepumper, og jeg vil også sige, at det er noget, vi har fokus på. I det omfang, det er muligt inden for ministeriets budget, er jeg også parat til i forhandlinger med de partier, som er en del af energiaftalen – og der deltager Alternativet jo af mange gode grunde ikke – at kigge på, om det kan lade sig gøre, at vi på en eller anden måde får fremmet varmepumperne. For varmepumper er en del af løsningen, også i forhold til at sikre den store produktion, vi har, af el fra vedvarende energi. Der er det helt afgørende, at varmepumper på en eller anden led bliver implementeret. Der er mange muligheder i den sammenhæng, og det er jeg faktisk parat til at kigge på, også gerne i et samarbejde med Alternativet. ",1
418,"Det sidste er jeg meget enig i, men jeg kunne også være lidt bekymret for herre Claus Hjort Frederiksens statskasse, hvis der kommer en alt for stor brug af biomasse, fordi vi jo ikke har nogle afgiftsindtægter på det. Så der synes jeg måske også at regeringen farer lidt farligt frem. I forhold til det med landbruget siger ministeren, at det er rigtigt, at vi hele tiden skal gøre noget, og at vi hele tiden gør noget. Hvad har regeringen gjort for til at reducere udledningen fra landbruget? ",0
419,"Regeringen er i øjeblikket i forhandlinger med en række af Folketingets partier om, hvordan vi sikrer, at vi også fremadrettet har et landbrug i Danmark. Jeg noterer mig jo også, at landbrugssektoren, fødevaresektoren i Danmark har reduceret udledningen af CO 2  med 23 procent siden 1990. Så derfor er det afgørende, at vi gør, hvad vi kan, for at sikre nogle teknologiske løsninger, men samtidig også sikrer, at der er en fremtid for landbrug- og fødevaresektoren i Danmark. Den er helt afgørende for vores økonomiske situation, vores muligheder for at sikre en forsvarlig social velfærd og så videre Så derfor handler det om at sikre, at der både er plads til vækst, men samtidig også, at der bliver gennemført løsninger, ikke mindst via teknologiske løsninger, som reducerer miljøpåvirkningen. ",1
420,"Tak til fru Mette Abildgaard for spørgsmålet. Jeg kan bekræfte, hvad jeg også ved en tidligere lejlighed i dag har bekræftet her fra Folketingets talerstol, at regeringen satser på og arbejder for det, og at vi gør alt, hvad vi overhovedet kan, for at få et reduktionsmål for 2030 i 2017, efter vi forhåbentlig på det tidspunkt – det kan ingen jo garantere – har fået afsluttet forhandlingerne i EU om, hvordan vi fordeler den opgave mellem landene i forhold til at reducere udledningerne med 40 procent i 2030. ",0
421,"Vi ser selvfølgelig på alle de forslag, der kommer, også dem fra Klimarådet. Vi er også i gang med i ministeriet at se på og lave beregninger over nogle af de forslag, der ligger derfra. Det er jo klart, at det er et ret omfattende arbejde, som Klimarådet har præsenteret, og det er naturligt, at vi tager alle de elementer med derfra og kigger på, hvilke forslag der er til at reducere udledningen af CO 2  og til at gennemføre en fornuftig og realistisk klimapolitik. ",1
422,"Jamen jeg kan godt forstå herre Jens Joels begejstring, når han holder Socialdemokratiets ordførertale, for det, som beslutningsforslaget her jo går ud på, er at tvære regeringen ud, og det er jo altid sjovt at gøre, når man er i opposition – det har jeg jo selv prøvet i en periode. Det kan jeg godt forstå at Socialdemokraterne synes er sjovt. Jeg undrer mig bare over, at De Konservative så deltager som et villigt redskab i venstrefløjens forsøg på at køre rundt   med regeringen, men det er jo sjovt at gøre som opposition; det kan jeg godt forstå. Men kan herre Jens Joel over for mig bekræfte det, som beslutningsforslaget går ud på, nemlig at Danmarks udledning af drivhusgasser i 2020 skal være reduceret med 40 pct.? Det mål er nået, så det her er et slag i luften. ",0
423,"Det er jo klart, at ministeren accepterer de vilkår, han er her på, for hvis han ikke gjorde det, ville han blive stemt nederst Sådan er det jo. Det ved vi jo godt. Men det, jeg spurgte herre Jens Joel om, var: Er det ikke rigtigt, at Energistyrelsen udsendte en prognose i går, der siger, at Danmarks udledning af drivhusgasser i 2020 er reduceret med 40 procent, og at det er det, som man vil vedtage med det her? Svarer det her ikke til, at man pålægger regeringen at arbejde for, at der skal være sikkerhedsseler i biler – det er jo også indført for længst? Så det her er et slag i luften. Kan herre Jens Joel bekræfte det? ",0
424,"Jeg deltager gerne i sådan nogle dialoger, og jeg kan for eksempel se, at hvis man giver kommunerne friere rammer, så vil man sådan set kunne opnå noget. Hvis man i højere grad giver kommunerne ret til at have energiselskaber og man giver kommunerne friere rammer til at beslutte, at overskuddet fra det energiselskab kan gå til andet end at investere i vedvarende energi, at det for eksempel kan gå til at renovere bygninger, så er vi inde i at give kommunerne nogle redskaber, som kan skabe en positiv spiral, som kan sætte kommunerne fri, og som kan være en dynamo for en bæredygtig omstilling. Det er bare ét forslag, jeg skal gerne komme med 20 andre. ",1
425,"Jeg skal ikke forholde mig til, hvad man synes er rimeligt eller urimeligt, jeg siger bare, at jeg har respekt for, at man henviser til virkemidlerne og ikke bare taler om tilfældige måltal, for de er ikke særlig interessante. Hvis jeg spørger ordføreren om, hvad han synes om, at en stor årsag til, at man har opnået en CO 2 -reduktion i 2020 på 40 procent, hvad det ser ud til, er, at man bruger mere biomasse, hvad siger ordføreren så? Så vil ordføreren, hvis jeg kender ordføreren ret, nok sige, at det er ordføreren ikke helt så begejstret for. Men okay, nu har man opnået sine mål, så er alt godt, eller hvad? Nej, det er det jo selvfølgelig ikke. ",0
426,"Tak for det. Jeg har jo hørt ordføreren nævne under en debat tidligere i dag, at det kunne være relevant for eksempel med en slags CO 2 -skat . Det er jo, fordi det, der hedder eksternaliteter, altså de samfundsmæssige ulemper eller omkostninger ved at bruge fossil energi, ikke rigtigt er regnet ind i priserne, og derfor har vi for eksempel et kvotesystem, der desværre ikke rigtig virker på CO 2 . Er ordføreren stadig indstillet på, at man kunne sætte en pris på CO 2  på en anden måde eller på at arbejde med den slags mekanismer? ",1
427,"Jeg har et enkelt spørgsmål til ordføreren. Ordføreren var så begejstret for COP21: Det, der skete dernede, var så flot – og så kommer vi tilbage til Danmark, og så vil vi ikke rigtig noget. Det var ligesom det, der lå i det. Kan ordføreren ikke bekræfte, at i Paris var man jo ikke i stand til at fastlægge nogle udledningsmål? Man refererede til en temperatur, men udledningsmålene var sådan »mest muligt«. Nu sidder vi og diskuterer et eller andet med en 40 pct.s reduktion, som vi allerede har nået, og hvad ved jeg. Er det ikke lidt underligt at fremhæve Paris som noget helt fantastisk, og når vi så kommer hjem, er det ligesom ingenting, på trods af at vi rent faktisk har leveret på målsætningerne? ",1
428,"Tak for det. Jeg kan forstå, at ordføreren har spændt sig for den her vogn med de alvorlige vejrhændelser – storme, oversvømmelser og så videre Er det sådan, at ordføreren kan hjælpe mig, for jeg har nemlig ledt rigtig længe for at finde sammenhængen mellem CO 2 -udledning og flere storme? Er det sådan, at ordføreren er bekendt med faglige kilder eller steder, hvor man kan finde ud af, om der er en sådan sammenhæng? For så er der jo ikke nogen grund til at gøre folk nervøse, hvis det forholder sig, som DMI skriver, nemlig at vi har færre storme nu, end vi havde tidligere. Jeg vil gerne kunne forstå de der bekymringer, så hvis klimaordføreren har sådan nogle kilder, ville det være rigtig velkomment. ",0
429,"Det glæder mig meget, for jeg synes, det er utrolig vigtigt, at vi har den her brede tilgang til det her med beskæftigelse og arbejdspladser og samtidig anerkender, at især de sektorer, som vi ikke rigtig har fået med på vognen endnu, som er landbrug og transport, i fremtiden om 10-15 år vil se markant anderledes ud, end de gør i dag. Det er den eneste måde, vi kan opnå de langsigtede CO 2 -målsætninger på. Og som ordføreren også er inde på: Så snart vi kigger frem mod 2030, vil de sektorer i hvert fald skulle have undergået en meget massiv grøn omstilling. ",1
430,"Mange tak. Nu bemærkede jeg jo, at ministeren var meget glad for den aftale, der blev lavet i Paris her i weekenden, hvor alle verdens lande har forpligtet sig til at arbejde for, at den globale temperaturstigning ikke overstiger 1,5 grader. Det betyder, at over 80 procent af de kendte lagre af fossile brændsler skal blive nede i jorden, og det betyder, at der er nogle, der skal lade være med at hente dem op. Hvis det ikke skal være Danmark, der også bidrager til at lade være med at hente nogle af de fossile brændsler, der kan være i vores undergrund, op, hvem skal det så være? ",1
431,"Tak for spørgsmålet. Der vil være brug for fossile brændsler mange år endnu både i Danmark og internationalt, inden vi forhåbentlig i 2050 i hvert fald i Danmark kan være uafhængige af fossile brændsler. Indtil da er det vigtigt, at vi bruger fossile brændsler med et så lavt CO 2 -niveau som overhovedet muligt, og der må man sige, at i det omfang, hvor skifergas og naturgas kan erstatte kul og andre fossile brændsler, er der rent faktisk en miljømæssig gevinst forbundet med det. ",1
432,"Man har jo kunnet læse i Arbejderen for ganske nylig – jeg tror, det var i går – at den her skifergasboring i Nordjylland har kostet omkring 480 million kroner, og at Nordsøfonden skal betale 98 million kroner af det beløb. Det synes jeg er et temmelig stort beløb, i og med at man heller ikke fik så meget ud af det. Jeg synes, at det kunne være interessant, hvis man kunne komme ind i en proces, hvor man revurderede, hvad Nordsøfondens midler skal bruges til. Det kunne for eksempel være, at de kunne medvirke til at få boret efter geotermi i Danmark. Jeg vil godt høre, om ministeren kunne se nogle potentialer i det. ",0
433,"Jeg mener jo, at al udvinding af fossile brændsler skal ske på et forsvarligt grundlag. Jeg synes bare, der er så mange indikatorer fra andre lande på, at der er nogle bivirkninger, at der er nogle risici, når man går ind i det her felt med skifergasboringer. Så synes jeg også, at der må være en pris. Altså, det, at man har lavet én boring i Nordjylland, og at man er oppe i beløbsstørrelsen ½ milliard kroner, synes jeg bør give anledning til, at man overvejer, hvad det er for en dyr fossil energiforsyning, man vil satse på i stedet for at bruge pengene på vedvarende energi. ",1
